,Carat,table,depth,x,y,z,cut,color,clarity,price
22601,1.51,60.0,59.6,7.5,5.734447312568118,4.44,Premium,H,VS1,10655
42814,0.5,56.0,63.4,5.01,5.06,3.19,Very Good,D,SI1,1354
51165,0.51,58.0,60.2,5.25,5.21,3.15,Premium,F,VS1,2346
35631,0.3,61.0,58.8,4.38,4.43,2.59,Very Good,I,VS1,473
23533,1.03,59.0,58.8,6.63,6.6,3.89,Premium,E,VVS1,11538
53382,0.71,56.0,62.2,5.7,5.72,3.55,Very Good,F,VS2,2662
53382,0.71,56.0,62.2,5.7,5.72,3.55,Very Good,F,VS2,2662
44450,0.5,57.0,62.7,5.01,5.03,3.15,Ideal,E,VS1,1591
22417,1.25,56.0,61.7,6.92,7.01,4.3,Ideal,D,VS1,10441
46454,0.52,57.0,62.1,5.13,5.17,3.2,Ideal,D,SI1,1774
36367,0.39,56.1,61.7,4.65,4.7,2.89,Ideal,F,VS1,939
13876,1.04,57.0,62.8,6.5,5.734447312568118,4.06,Premium,F,SI1,5650
13876,1.04,57.0,62.8,6.5,5.734447312568118,4.06,Premium,F,SI1,5650
26731,2.05,59.0,61.76785962072156,8.3,8.2,4.96,Premium,G,SI2,16506
13470,1.01,58.0,58.9,6.57,5.734447312568118,3.86,Premium,D,SI1,5532
47487,0.72,54.0,61.8,5.76,5.8,3.57,Ideal,J,SI1,1864
24028,1.11,58.0,62.5,6.67,6.6,4.15,Very Good,D,VVS1,12200
42135,0.57,57.42490893754073,61.9,5.32,5.34,3.3,Good,F,SI2,1280
19241,1.15,54.0,62.9,6.72,6.69,4.22,Very Good,D,VS1,7978
46583,0.55,55.0,61.6,5.29,5.32,3.27,Ideal,G,VS1,1786
34790,0.4,59.0,60.3,4.76,4.8,2.88,Premium,G,VS1,877
30816,0.33,54.0,62.8,4.42,4.4,2.77,Ideal,G,VS2,743
2556,0.9,57.0,62.5,6.12,6.2,3.85,Very Good,I,VS2,3209
29540,0.31,56.0,62.1,4.3,4.36,2.69,Ideal,D,VS1,704
33511,0.33,56.0,62.1,4.43,4.46,3.537891143452734,Ideal,F,VVS1,828
24290,1.23,57.0,61.7,6.85,6.91,4.25,Ideal,E,VVS2,12539
18021,1.5,55.0,64.1,7.15,7.11,4.57,Good,F,SI2,7291
18021,1.5,55.0,64.1,7.15,7.11,4.57,Good,F,SI2,7291
40222,0.4,57.0,60.9,4.76,4.8,2.91,Very Good,G,VVS1,1123
39510,0.7983089555010006,56.0,62.3,4.4,4.37,2.73,Ideal,E,VVS2,1080
27604,0.7983089555010006,60.0,61.5,8.17,8.29,5.06,Ideal,H,SI1,18470
16516,1.0,57.42490893754073,60.0,6.43,5.734447312568118,3.89,Premium,E,VS2,6600
38310,0.46,56.0,61.8,4.97,4.93,3.06,Ideal,J,VVS1,1018
1254,0.76,57.0,62.1,5.82,5.87,3.63,Ideal,E,VS1,2947
1176,0.71,60.0,61.3,5.74,5.71,3.51,Very Good,E,VS2,2930
38634,0.31,61.0,59.7,4.39,4.42,2.63,Very Good,H,VS2,489
27938,0.31,58.0,61.76785962072156,4.35,4.34,3.537891143452734,Very Good,J,SI2,430
28495,0.3,55.0,61.9,4.28,4.3,2.66,Ideal,F,VS1,673
32894,0.36,59.0,60.8,4.59,4.56,2.78,Premium,E,SI1,810
36377,0.41,56.0,61.3,5.729355091583495,4.84,2.96,Ideal,H,VS2,941
36377,0.41,56.0,61.3,5.729355091583495,4.84,2.96,Ideal,H,VS2,941
36377,0.41,56.0,61.3,5.729355091583495,4.84,2.96,Ideal,H,VS2,941
10569,0.94,60.0,60.7,6.32,6.27,3.82,Premium,D,SI1,4817
19946,2.34,60.0,61.5,8.47,8.43,5.2,Premium,I,I1,8491
19946,2.34,60.0,61.5,8.47,8.43,5.2,Premium,I,I1,8491
50310,0.7,61.0,57.8,5.89,5.85,3.39,Good,E,SI2,2239
48728,0.52,56.0,62.1,5.17,5.14,3.2,Ideal,G,VVS2,2012
1406,0.36,56.0,61.6,4.57,4.62,2.83,Ideal,F,SI1,560
53132,0.72,56.0,61.8,5.75,5.78,3.56,Ideal,D,SI2,2618
1430,0.75,57.0,62.3,5.83,5.86,3.64,Ideal,G,VS1,2973
21124,1.17,56.0,61.2,6.77,6.85,4.17,Ideal,G,VVS2,9289
20147,1.0,55.0,61.3,6.44,6.41,3.94,Premium,F,VVS2,8602
36161,0.38,55.6,61.9,4.64,4.67,2.88,Ideal,G,VVS2,929
36161,0.38,55.6,61.9,4.64,4.67,2.88,Ideal,G,VVS2,929
50172,0.5,60.0,59.7,5.18,5.24,3.11,Very Good,F,IF,2219
42036,0.53,57.0,62.9,5.15,5.18,3.25,Very Good,F,SI1,1268
42036,0.53,57.0,62.9,5.15,5.18,3.25,Very Good,F,SI1,1268
4844,0.75,54.0,61.9,5.83,5.84,3.61,Ideal,F,VVS2,3710
43686,0.5,56.0,63.3,5.07,5.1,3.22,Good,D,SI1,1436
36948,0.3,63.0,58.8,4.32,4.35,2.55,Very Good,D,SI1,479
23534,1.51,57.0,62.2,7.33,7.29,4.55,Ideal,H,VS2,11540
19200,1.56,59.0,58.8,7.76,7.61,4.52,Premium,F,SI2,7950
17881,1.18,55.0,61.9,6.8,6.76,4.2,Ideal,D,SI1,7216
11095,0.7983089555010006,59.0,62.0,6.62,6.6,4.1,Premium,F,SI2,4928
3323,0.72,60.0,59.3,5.87,5.83,3.47,Very Good,E,VVS2,3374
49033,0.55,57.0,61.4,5.26,5.29,3.537891143452734,Ideal,D,VS1,2054
1352,0.71,55.0,62.9,5.64,5.68,3.56,Very Good,E,SI1,2964
25331,1.08,55.0,61.7,6.6,6.63,4.08,Ideal,E,VVS1,14032
40048,0.38,55.0,61.7,4.68,4.66,2.88,Ideal,E,VS2,1112
34549,0.4,53.7,62.3,4.72,4.74,2.95,Ideal,I,VVS1,870
13913,1.01,57.0,61.3,6.44,6.46,3.95,Ideal,H,SI1,5664
34598,0.27,58.0,58.7,4.25,5.734447312568118,2.51,Very Good,F,VS2,470
47261,0.7983089555010006,59.0,60.3,5.79,5.82,3.5,Premium,J,VVS2,1843
47184,0.51,57.42490893754073,61.7,5.12,5.15,3.16,Ideal,H,VVS1,1837
47184,0.51,57.42490893754073,61.7,5.12,5.15,3.16,Ideal,H,VVS1,1837
49275,0.54,56.0,62.1,5.22,5.19,3.23,Ideal,G,VVS2,2090
34420,0.3,55.0,61.8,4.32,4.36,2.68,Ideal,G,IF,863
5376,0.34,54.0,63.7,4.48,4.43,2.84,Good,G,SI1,574
32806,0.34,58.0,62.1,4.45,4.5,2.78,Premium,D,VS2,805
53908,0.7,57.0,61.2,5.68,5.73,3.49,Very Good,E,SI1,2753
42989,0.48,54.0,65.0,4.95,4.9,3.2,Fair,G,VVS2,1367
32148,0.4,55.0,62.2,4.68,4.74,2.93,Very Good,F,VS1,786
17044,0.28,55.0,61.6,4.22,4.26,2.61,Ideal,F,VVS2,612
14066,0.3,55.0,62.5,4.27,4.31,3.537891143452734,Ideal,F,VS2,605
14066,0.3,55.0,62.5,4.27,4.31,3.537891143452734,Ideal,F,VS2,605
15565,1.06,57.0,61.8,6.56,6.52,4.04,Ideal,G,VS2,6240
8836,1.02,59.0,63.3,6.42,6.32,4.03,Very Good,E,SI2,4478
51043,0.7,59.0,63.9,5.6,5.64,3.59,Good,H,VS2,2330
51043,0.7,59.0,63.9,5.6,5.64,3.59,Good,H,VS2,2330
27557,1.83,59.0,60.5,7.89,7.99,4.8,Very Good,G,VS2,18358
452,0.71,56.0,60.2,5.84,5.89,3.53,Ideal,I,VVS2,2817
452,0.71,56.0,60.2,5.84,5.89,3.53,Ideal,I,VVS2,2817
26013,0.35,58.0,60.9,4.52,4.55,2.76,Premium,D,SI1,644
1303,0.82,57.42490893754073,63.1,5.97,5.95,3.76,Very Good,D,SI1,2954
32124,0.4,61.0,62.2,4.71,4.74,2.94,Good,F,VS2,784
17084,1.28,58.0,61.2,6.96,7.09,4.3,Very Good,D,SI2,6811
26544,1.74,57.42490893754073,58.6,7.83,7.88,4.6,Good,G,VS1,16223
52613,0.57,56.0,61.3,5.35,5.42,3.3,Ideal,D,VS2,2546
35778,0.32,54.0,62.1,4.41,4.42,2.74,Ideal,F,VVS1,912
25248,1.76,58.0,59.6,7.9,7.86,3.537891143452734,Premium,D,SI2,13867
16592,1.03,59.0,62.2,6.41,6.46,4.0,Premium,G,VS1,6628
16592,1.03,59.0,62.2,6.41,6.46,4.0,Premium,G,VS1,6628
11755,1.01,56.0,62.7,5.729355091583495,6.36,4.0,Very Good,F,SI1,5078
16801,1.28,59.0,59.9,7.08,7.05,4.23,Premium,H,SI1,6701
8521,1.23,57.42490893754073,62.8,6.76,6.72,4.23,Premium,G,SI2,4426
35916,0.43,56.0,62.4,4.83,4.81,3.01,Ideal,H,SI1,919
52000,0.81,59.7,62.6,5.86,5.92,3.69,Very Good,I,VS2,2444
52000,0.81,59.7,62.6,5.86,5.92,3.69,Very Good,I,VS2,2444
1796,0.7,58.0,62.6,5.729355091583495,5.7,3.56,Very Good,D,VS2,3053
43715,0.61,60.9,61.76785962072156,5.729355091583495,5.734447312568118,3.23,Fair,I,VS2,1437
49804,0.73,64.0,59.2,5.92,5.83,3.48,Fair,F,SI2,2164
44291,0.52,56.0,62.4,5.19,5.16,3.23,Premium,G,VS2,1577
18834,1.03,59.0,62.9,6.43,6.38,4.03,Premium,D,VS2,7718
18834,1.03,59.0,62.9,6.43,6.38,4.03,Premium,D,VS2,7718
11729,0.34,59.0,60.8,4.48,4.53,2.74,Premium,H,VS1,596
4,0.31,58.0,63.3,4.34,4.35,3.537891143452734,Good,J,SI2,335
19963,1.08,58.0,60.5,6.53,6.63,3.98,Very Good,D,VS1,8513
43347,0.51,56.0,61.3,5.19,5.16,3.17,Ideal,F,SI1,1406
43347,0.51,56.0,61.3,5.19,5.16,3.17,Ideal,F,SI1,1406
1143,0.68,57.0,59.7,5.79,5.76,3.45,Ideal,F,VS1,2922
9196,0.7983089555010006,59.0,61.7,7.03,6.98,4.32,Premium,H,SI2,4548
18697,0.7983089555010006,56.0,63.8,4.28,5.734447312568118,3.537891143452734,Ideal,E,VS2,619
31537,0.3,59.0,61.9,4.27,5.734447312568118,2.65,Ideal,E,VVS2,766
31537,0.3,59.0,61.9,4.27,5.734447312568118,2.65,Ideal,E,VVS2,766
24444,1.91,55.0,62.2,7.9,7.94,4.93,Ideal,G,SI2,12700
26918,2.04,57.0,62.2,8.14,8.07,5.04,Premium,I,SI1,16942
10691,1.2,57.0,62.6,6.74,6.67,4.2,Ideal,I,VS2,4844
20698,1.5,60.0,60.1,7.38,7.35,4.43,Very Good,I,VS2,8974
20698,1.5,60.0,60.1,7.38,7.35,4.43,Very Good,I,VS2,8974
53200,0.71,57.0,60.0,5.83,5.81,3.49,Ideal,D,SI2,2633
22946,1.51,54.0,62.3,7.38,7.32,4.58,Ideal,G,SI1,10993
17636,1.29,61.0,57.9,7.16,7.13,4.14,Good,I,VS2,7102
970,0.71,57.0,61.5,5.73,5.75,3.53,Ideal,G,VVS2,2893
27302,2.72,56.0,62.1,8.97,8.93,5.56,Ideal,J,SI2,17801
19775,1.14,57.0,61.4,6.75,6.81,4.16,Ideal,G,VS1,8346
21097,0.7983089555010006,57.0,62.0,7.67,7.63,4.74,Premium,H,SI1,9266
19317,1.01,56.0,60.9,6.51,6.55,3.98,Ideal,G,VVS2,8029
34904,0.7983089555010006,60.0,59.2,4.6,4.56,2.71,Premium,F,VS2,880
32974,0.37,56.0,62.6,4.56,4.61,2.87,Ideal,E,VS2,811
17677,1.01,56.0,59.8,6.52,6.49,3.89,Ideal,D,VS2,7127
34222,0.38,60.0,60.0,4.72,4.65,2.81,Premium,G,SI1,855
50842,0.7,65.0,58.5,5.79,5.76,3.38,Good,D,SI2,2310
37491,0.35,55.0,62.0,4.54,4.52,2.81,Ideal,E,VS2,984
15150,1.11,57.0,61.7,6.61,6.64,4.09,Ideal,I,SI1,6090
21320,1.51,57.0,63.4,7.29,5.734447312568118,4.61,Very Good,F,SI2,9471
21320,1.51,57.0,63.4,7.29,5.734447312568118,4.61,Very Good,F,SI2,9471
9935,1.27,57.0,62.6,6.85,6.88,4.3,Ideal,J,SI2,4693
47209,0.5,56.0,62.0,5.09,5.13,3.17,Ideal,G,VVS2,1838
42270,0.23,58.0,63.0,3.95,3.99,2.5,Very Good,E,VVS2,505
35527,0.3,57.0,61.9,4.27,4.29,2.65,Ideal,D,VVS1,905
39109,0.41,56.0,61.76785962072156,4.78,4.75,2.95,Ideal,H,VS1,1061
35155,0.38,56.0,63.0,4.61,4.63,2.91,Very Good,E,VS1,891
17799,1.16,56.0,62.4,6.71,6.73,4.19,Ideal,H,VS1,7175
45512,0.55,62.0,59.5,5.3,5.35,3.17,Good,F,VS1,1682
7259,0.9,56.0,61.5,6.24,6.18,3.82,Ideal,F,SI2,4198
18689,1.5,60.0,58.5,7.52,7.48,4.39,Premium,F,SI2,7644
18689,1.5,60.0,58.5,7.52,7.48,4.39,Premium,F,SI2,7644
26534,3.67,56.0,62.4,5.729355091583495,9.81,3.537891143452734,Premium,I,I1,16193
52839,0.7,55.0,62.7,5.63,5.67,3.54,Very Good,E,SI1,2575
3395,0.7983089555010006,54.5,62.2,4.38,4.42,2.74,Ideal,I,VVS2,567
3395,0.7983089555010006,54.5,62.2,4.38,4.42,2.74,Ideal,I,VVS2,567
43796,0.6,55.0,62.1,5.42,5.46,3.38,Ideal,H,VS2,1442
41240,0.73,61.0,59.3,5.88,5.75,3.46,Premium,F,I1,1207
41240,0.73,61.0,59.3,5.88,5.75,3.46,Premium,F,I1,1207
41240,0.73,61.0,59.3,5.88,5.75,3.46,Premium,F,I1,1207
35655,0.31,58.0,62.9,4.3,4.28,2.7,Premium,G,VVS2,907
51105,0.72,58.0,63.9,5.65,5.68,3.62,Very Good,I,VS2,2337
19956,1.24,56.0,62.1,6.87,6.91,4.28,Ideal,G,VS2,8504
32401,0.37,58.0,60.3,4.66,4.62,2.8,Premium,F,SI1,791
29561,0.41,58.0,63.6,4.72,4.74,3.01,Good,E,SI1,705
7468,1.2,60.0,59.0,6.99,6.95,4.11,Premium,I,SI2,4234
36329,0.32,57.0,61.5,4.43,4.39,2.71,Ideal,G,VVS2,936
7627,1.01,58.0,64.9,6.17,6.22,4.02,Fair,G,VS1,4263
7627,1.01,58.0,64.9,6.17,6.22,4.02,Fair,G,VS1,4263
25909,2.06,64.0,60.2,8.34,8.14,4.97,Good,I,VS2,15046
52825,0.7,64.0,58.7,5.77,5.78,3.39,Good,F,SI1,2573
51389,0.81,59.0,60.1,6.09,6.03,3.65,Premium,E,SI2,2368
48525,0.54,54.0,61.5,5.24,5.26,3.23,Ideal,G,VVS2,1985
48525,0.54,54.0,61.5,5.24,5.26,3.23,Ideal,G,VVS2,1985
9162,1.06,57.42490893754073,62.2,6.56,6.53,4.07,Ideal,G,SI2,4541
48612,0.51,56.0,61.9,5.13,5.15,3.18,Ideal,F,VVS2,1998
33908,0.3,56.0,62.1,4.31,4.25,2.66,Ideal,E,VS2,844
33908,0.3,56.0,62.1,4.31,4.25,2.66,Ideal,E,VS2,844
30940,0.24,56.0,62.3,3.99,4.02,2.49,Very Good,H,VVS1,449
30940,0.24,56.0,62.3,3.99,4.02,2.49,Very Good,H,VVS1,449
16326,1.08,59.0,59.4,6.75,6.68,3.99,Premium,G,VS2,6532
14299,1.08,57.0,61.9,6.58,6.64,4.09,Ideal,H,VS1,5791
2400,0.7,56.0,61.1,5.73,5.76,3.51,Ideal,E,VS2,3176
45212,0.51,58.0,61.3,5.13,5.15,3.15,Premium,E,VS2,1656
13584,1.05,60.0,60.3,6.66,6.54,3.98,Premium,G,SI1,5557
39293,0.3,55.0,62.4,4.28,4.31,2.68,Ideal,H,VS2,491
6154,0.83,56.0,61.3,6.04,6.06,3.71,Ideal,D,SI1,3990
46069,0.46,55.0,62.6,4.95,4.92,3.09,Ideal,E,VVS2,1736
17688,1.3,59.0,60.2,7.05,7.0,4.23,Premium,D,SI2,7130
22987,1.56,60.0,63.1,7.43,7.34,4.66,Very Good,H,VS2,11039
50383,0.7,59.0,61.0,5.72,5.65,3.47,Premium,H,VS2,2251
11660,1.02,57.0,59.6,6.63,6.55,3.93,Premium,H,SI1,5055
13796,1.19,58.0,64.4,6.69,6.64,4.29,Fair,H,SI1,5622
24696,0.3,63.0,59.7,4.34,4.37,2.6,Very Good,G,VVS2,638
32405,0.37,59.0,61.5,4.62,4.59,2.83,Premium,F,SI1,791
28882,0.32,55.0,63.2,4.4,4.37,2.77,Very Good,F,SI1,684
9145,1.01,62.0,64.6,6.26,6.21,4.03,Fair,D,SI2,4538
41434,0.57,60.0,61.0,5.32,5.36,3.26,Premium,E,SI2,1228
29882,0.7983089555010006,57.42490893754073,61.9,4.29,4.33,2.67,Ideal,D,VS2,710
32118,0.37,59.0,63.5,4.55,4.59,2.9,Very Good,E,VS1,784
13069,1.23,58.0,62.7,6.79,6.82,4.27,Premium,J,VS1,5412
36675,0.3,56.0,59.5,4.42,5.734447312568118,2.62,Ideal,D,VVS2,950
11455,0.7983089555010006,57.0,62.0,6.96,6.92,4.3,Ideal,J,VS1,5008
11455,0.7983089555010006,57.0,62.0,6.96,6.92,4.3,Ideal,J,VS1,5008
17625,0.7983089555010006,57.0,62.1,6.38,6.43,3.98,Very Good,G,VS2,7098
43417,0.52,55.0,61.2,5.17,5.22,3.18,Ideal,G,SI1,1413
42584,0.7983089555010006,56.0,62.3,4.88,4.91,3.05,Ideal,D,VS1,1330
44805,0.5,59.0,61.3,5.05,5.1,3.11,Very Good,E,VS2,1624
16859,1.22,54.0,62.2,6.83,6.86,4.26,Ideal,G,SI1,6727
16859,1.22,54.0,62.2,6.83,6.86,4.26,Ideal,G,SI1,6727
16859,1.22,54.0,62.2,6.83,6.86,4.26,Ideal,G,SI1,6727
37005,0.33,56.0,61.76785962072156,4.48,4.46,2.76,Ideal,H,SI1,965
37005,0.33,56.0,61.76785962072156,4.48,4.46,2.76,Ideal,H,SI1,965
37005,0.33,56.0,61.76785962072156,4.48,4.46,2.76,Ideal,H,SI1,965
2130,0.72,56.0,60.1,5.85,5.88,3.52,Ideal,H,VS2,3122
45085,0.7983089555010006,58.0,61.1,5.07,5.11,3.11,Very Good,D,VS2,1646
40675,0.7983089555010006,60.0,62.3,5.16,5.08,3.19,Premium,E,SI1,1155
28859,0.3,55.0,62.2,4.29,4.33,2.68,Ideal,F,VVS2,684
34116,0.31,56.0,61.7,4.38,4.4,2.71,Ideal,E,VVS1,853
37669,0.42,57.0,62.7,4.83,4.77,3.01,Premium,E,SI1,992
18430,1.5,57.0,63.1,7.16,7.27,4.55,Very Good,H,SI2,7495
18430,1.5,57.0,63.1,7.16,7.27,4.55,Very Good,H,SI2,7495
17277,1.12,57.0,62.3,6.59,6.64,4.12,Ideal,G,VS1,6918
16483,1.01,59.0,61.6,6.39,6.43,3.95,Premium,F,VS2,6587
22581,1.57,56.0,62.2,7.42,7.47,4.63,Ideal,I,SI1,10633
508,0.7,58.0,60.6,5.8,5.72,3.49,Premium,F,VS2,2822
22815,1.28,54.0,61.2,7.03,7.06,4.31,Ideal,G,VVS2,10839
22815,1.28,54.0,61.2,7.03,7.06,4.31,Ideal,G,VVS2,10839
472,1.0,62.0,65.3,6.34,6.12,3.537891143452734,Fair,H,SI2,2818
7713,0.33,55.0,61.2,4.46,4.49,2.74,Ideal,G,VS2,579
29357,0.31,60.0,61.5,4.34,4.31,2.66,Premium,G,VS2,698
12495,1.2,56.0,62.9,6.74,6.77,4.25,Very Good,H,SI2,5257
48526,0.51,55.0,61.6,5.15,5.2,3.19,Ideal,E,VS2,1985
42356,0.51,56.0,61.8,5.1,5.13,3.16,Ideal,I,VS1,1301
10715,0.31,57.42490893754073,63.7,5.729355091583495,4.32,2.76,Good,D,SI2,593
49920,0.7,61.0,62.0,5.67,5.62,3.5,Premium,G,SI1,2184
46440,0.6,57.0,62.1,5.37,5.39,3.34,Very Good,F,VS2,1772
25425,1.51,58.0,62.5,7.22,7.33,4.55,Very Good,F,VS2,14165
25425,1.51,58.0,62.5,7.22,7.33,4.55,Very Good,F,VS2,14165
25425,1.51,58.0,62.5,7.22,7.33,4.55,Very Good,F,VS2,14165
25066,2.01,57.42490893754073,61.2,8.21,8.09,4.98,Fair,H,SI2,13587
25066,2.01,57.42490893754073,61.2,8.21,8.09,4.98,Fair,H,SI2,13587
49131,0.56,56.0,61.1,5.33,5.3,3.25,Ideal,D,VS2,2066
49131,0.56,56.0,61.1,5.33,5.3,3.25,Ideal,D,VS2,2066
30909,0.34,58.0,62.6,4.43,4.45,2.78,Very Good,E,VS2,745
30909,0.34,58.0,62.6,4.43,4.45,2.78,Very Good,E,VS2,745
2892,0.91,61.0,63.2,6.27,6.01,3.88,Very Good,G,SI1,3282
14195,1.35,56.0,62.1,7.04,7.1,4.39,Very Good,J,VS1,5759
10462,1.08,57.0,62.5,6.51,6.54,4.08,Very Good,I,VS1,4790
26688,0.23,56.0,63.8,3.94,3.9,2.5,Good,G,VVS2,428
47295,0.3,56.0,63.4,4.26,4.29,2.71,Good,F,SI2,394
47295,0.3,56.0,63.4,4.26,4.29,2.71,Good,F,SI2,394
29847,0.3,58.0,61.9,4.28,4.32,2.66,Premium,D,VS2,710
5379,0.34,59.0,60.2,4.55,5.734447312568118,2.73,Premium,I,SI1,574
4968,0.9,61.0,58.9,6.27,5.734447312568118,3.72,Good,H,SI1,3734
26386,1.55,59.0,62.1,7.34,7.37,4.57,Ideal,G,VS2,15887
22355,0.31,54.0,62.5,4.39,4.35,2.73,Premium,H,VS2,628
40470,0.38,57.0,61.6,4.73,4.65,2.89,Ideal,G,VVS1,1140
40470,0.38,57.0,61.6,4.73,4.65,2.89,Ideal,G,VVS1,1140
11766,1.1,59.0,60.2,6.67,6.71,4.03,Ideal,I,VS1,5082
29172,0.4,57.42490893754073,62.2,4.71,4.74,3.537891143452734,Very Good,E,SI1,694
50491,0.7,60.0,58.5,5.85,5.81,3.41,Premium,G,SI2,2268
7593,1.0,57.0,66.4,5.729355091583495,6.14,4.1,Fair,F,SI1,4256
7593,1.0,57.0,66.4,5.729355091583495,6.14,4.1,Fair,F,SI1,4256
6125,1.21,59.0,64.6,6.74,6.64,3.537891143452734,Fair,G,SI2,3984
6125,1.21,59.0,64.6,6.74,6.64,3.537891143452734,Fair,G,SI2,3984
37762,0.34,55.0,61.8,4.49,4.51,2.78,Ideal,F,IF,999
28706,0.38,56.0,61.9,5.729355091583495,4.68,2.88,Ideal,G,VS2,680
28706,0.38,56.0,61.9,5.729355091583495,4.68,2.88,Ideal,G,VS2,680
32326,0.3,60.0,61.5,4.28,4.31,2.64,Premium,E,VVS2,789
34033,0.4,57.0,63.5,4.62,4.67,2.95,Very Good,D,VS2,850
23218,2.26,58.0,61.9,5.729355091583495,8.33,5.17,Premium,H,SI2,11226
16569,1.01,57.0,61.2,6.47,6.41,3.94,Ideal,G,VS1,6618
39991,0.41,56.0,61.1,4.83,4.8,2.94,Ideal,F,VS2,1107
32613,0.7983089555010006,58.0,63.5,4.24,4.29,2.71,Good,G,VS2,456
43204,0.42,56.0,61.4,4.84,5.734447312568118,2.98,Ideal,D,VS1,1395
43472,0.59,56.0,61.1,5.4,5.44,3.31,Ideal,D,SI2,1419
7184,1.01,60.0,59.7,6.49,6.55,3.89,Very Good,I,SI1,4186
22123,1.68,59.0,61.5,7.63,7.58,4.68,Premium,I,SI1,10151
22123,1.68,59.0,61.5,7.63,7.58,4.68,Premium,I,SI1,10151
50636,0.23,59.0,59.1,4.02,4.07,2.39,Very Good,F,VS2,402
2206,0.9,59.0,60.4,6.27,6.24,3.78,Premium,J,SI1,3141
21721,1.52,60.0,61.5,7.44,7.39,4.56,Premium,D,SI2,9789
21721,1.52,60.0,61.5,7.44,7.39,4.56,Premium,D,SI2,9789
9751,0.94,56.0,62.4,6.24,6.27,3.9,Very Good,E,SI1,4661
49485,0.7,58.0,63.2,5.64,5.6,3.55,Very Good,G,SI1,2117
29605,0.35,54.0,61.4,4.54,4.58,2.8,Ideal,F,VS2,706
39643,0.3,58.0,61.6,4.34,4.3,2.66,Premium,F,IF,1085
45443,0.7983089555010006,60.0,63.2,5.62,5.55,3.53,Very Good,I,SI2,1672
46462,0.71,64.0,60.0,5.79,5.71,3.45,Good,I,SI1,1774
19958,1.7,57.0,60.5,7.74,7.84,4.71,Ideal,J,SI2,8505
16024,0.3,59.0,59.1,4.38,4.35,2.58,Premium,I,VS1,608
16024,0.3,59.0,59.1,4.38,4.35,2.58,Premium,I,VS1,608
13395,0.32,55.0,61.9,4.4,4.42,2.73,Ideal,G,VS1,602
12943,1.01,57.0,66.0,6.29,6.22,4.13,Fair,D,SI1,5385
25599,2.14,56.0,61.9,8.26,8.22,5.1,Ideal,I,SI2,14452
4770,0.96,56.0,59.4,6.47,6.42,3.83,Ideal,H,SI2,3690
7749,1.03,56.0,61.9,6.47,6.43,3.99,Ideal,F,SI2,4280
50681,0.53,56.0,62.4,5.15,5.17,3.22,Ideal,E,VVS2,2288
51873,0.7,54.0,63.7,5.72,5.62,3.61,Good,H,VVS2,2427
5149,0.7983089555010006,62.0,59.6,6.56,6.5,3.89,Premium,I,SI2,3767
4045,0.92,58.0,60.7,6.3,6.25,3.81,Premium,I,SI1,3529
51622,0.93,59.0,61.76785962072156,6.27,6.22,3.83,Premium,F,I1,2396
51622,0.93,59.0,61.76785962072156,6.27,6.22,3.83,Premium,F,I1,2396
41287,0.42,55.0,62.0,4.84,4.81,2.99,Ideal,D,VVS2,1210
49378,0.73,57.0,62.7,5.71,5.74,3.59,Very Good,J,VS2,2101
10875,1.06,58.0,62.2,6.45,5.734447312568118,4.04,Very Good,H,SI1,4878
11106,1.05,57.0,60.2,6.58,6.65,3.98,Ideal,D,SI2,4932
15951,1.14,57.42490893754073,57.5,0.0,0.0,0.0,Fair,G,VS1,6381
39227,0.38,59.0,62.4,4.6,4.63,2.88,Premium,D,VS1,1067
27522,2.53,59.0,62.1,8.83,8.73,5.45,Premium,H,SI1,18254
20162,1.06,57.0,61.1,6.57,6.62,4.03,Ideal,F,VVS2,8619
9778,1.0,57.0,63.1,6.32,6.39,4.01,Ideal,I,VS1,4664
48846,0.7983089555010006,56.0,61.8,5.7,5.72,3.53,Ideal,G,SI2,2031
48846,0.7983089555010006,56.0,61.8,5.7,5.72,3.53,Ideal,G,SI2,2031
48846,0.7983089555010006,56.0,61.8,5.7,5.72,3.53,Ideal,G,SI2,2031
52753,0.78,54.0,62.1,5.92,5.94,3.68,Ideal,G,SI2,2561
13070,1.24,55.0,61.7,6.91,6.96,4.28,Ideal,J,VS2,5412
51908,0.72,57.0,62.3,5.75,5.8,3.6,Ideal,D,SI2,2435
34078,0.34,56.0,61.76785962072156,4.48,4.51,2.76,Ideal,H,VVS2,852
14985,1.0,59.0,63.7,6.32,6.27,4.01,Good,F,VS2,6037
17984,1.07,55.0,61.9,6.55,6.57,4.06,Ideal,G,VS2,7275
42479,0.7983089555010006,54.0,62.4,4.84,4.87,3.03,Ideal,G,IF,1318
30975,0.37,58.0,60.6,4.63,4.67,2.82,Premium,F,VS2,746
25893,1.5,58.0,61.6,7.35,7.43,4.55,Very Good,F,VS1,15022
40856,0.53,57.0,63.0,5.13,5.16,3.24,Very Good,E,SI2,1174
40856,0.53,57.0,63.0,5.13,5.16,3.24,Very Good,E,SI2,1174
44465,0.5,57.0,62.8,5.08,5.05,3.18,Premium,D,SI1,1593
48765,0.7,59.0,59.2,5.79,5.734447312568118,3.45,Very Good,H,SI1,2018
9353,1.07,59.0,62.1,6.54,6.48,4.04,Premium,G,SI2,4584
596,0.72,60.0,58.8,5.91,5.89,3.47,Premium,F,VS1,2838
